FID,nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,id_gestor,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc,prec_geom,dependenci,dependen_1,dependen_2,dependen_3,dependen_4,dependen_5,dependen_6,dependen_7,dependen_8,dependen_9,geom
Dependencias.293,SANT VICENT CENTRE (APD),60913,033300025,P,EX,AE,31225,,03690,AD,715818.3015,4252492.2062,1,3,1,AE,P,EX,3,31225,03690,AD,033300025,SANT VICENT CENTRE (APD),0,POINT (715818.3015000001 4252492.2062)
Dependencias.294,XIRIVELLA-LALTER (APD),69200,033140010,P,EX,AE,461108,,46950,AD,721876.2405,4371408.5944,1,46,1,AE,P,EX,46,461108,46950,AD,033140010,XIRIVELLA-LALTER (APD),0,POINT (721876.2405000003 4371408.5944)
Dependencias.295,VILLAVERDE-MERCANCIAS,95101,039360010,E,EX,AS,280796,,28021,AD,441959.7915,4466118.9719,1,28,1,AS,E,EX,28,280796,28021,AD,039360010,VILLAVERDE-MERCANCIAS,0,POINT (441959.7915000003 4466118.971899999)
Dependencias.296,TORREJON CARGAS,70110,022000060,A,EX,AS,281489,,28850,AD,459355.2808,4476870.9168,1,28,1,AS,A,EX,28,281489,28850,AD,022000060,TORREJON CARGAS,0,POINT (459355.28079999983 4476870.9168)
Dependencias.297,CAMPILLO,32001,011200005,A,EX,AE,210182,,47460,AD,330956.7704,4569529.2949,1,47,1,AE,A,EX,47,210182,47460,AD,011200005,CAMPILLO,0,POINT (330956.7703999998 4569529.2949)
Dependencias.298,GOMECELLO,32008,011200030,A,EX,AE,371529,,37420,AD,286377.266,4546509.0699,1,37,1,AE,A,EX,37,371529,37420,AD,011200030,GOMECELLO,0,POINT (286377.2659999998 4546509.0699000005)
Dependencias.299,UTEBO-MONZALBARBA,70802,022000240,Y,FS,AP,502724,,50180,AD,667813.3803,4618625.611,1,50,1,AP,Y,FS,50,502724,50180,AD,022000240,UTEBO-MONZALBARBA,0,POINT (667813.3803000003 4618625.611)
Dependencias.300,ZARAGOZA-EL PORTILLO,71000,022000270,Y,FS,AP,502973,,50004,AD,675315.5866,4613230.9954,1,50,1,AP,Y,FS,50,502973,50004,AD,022000270,ZARAGOZA-EL PORTILLO,0,POINT (675315.5866 4613230.9954)
Dependencias.301,ALCALA DE HENARES-A.V.,04005,120500020,E,EX,AM,281723,,28810,AV,473340.2254,4478389.9512,1,28,1,AM,E,EX,28,281723,28810,AV,120500020,ALCALA DE HENARES-A.V.,0,POINT (473340.2253999999 4478389.951199999)
Dependencias.302,PLASENCIA DE JALON,04028,120500080,E,EX,AM,502112,,50296,AV,644635.5108,4615261.57,1,50,1,AM,E,EX,50,502112,50296,AV,120500080,PLASENCIA DE JALON,0,POINT (644635.5108000003 4615261.57)
Dependencias.303,SANT VICENÇ DELS HORTS,04109,120500210,E,EX,AM,82634,,08620,AV,919016.9104,4595912.77,1,8,1,AM,E,EX,8,82634,08620,AV,120500210,SANT VICENÇ DELS HORTS,0,POINT (919016.9104000004 4595912.77)
Dependencias.304,TORDERA (APD),79607,022760100,P,EX,AE,82845,,08490,AD,975916.2999,4633093.0909,1,8,1,AE,P,EX,8,82845,08490,AD,022760100,TORDERA (APD),0,POINT (975916.2999 4633093.0909)
Dependencias.305,SANTA SUSANA (APD.),79608,022760110,P,EX,AE,82613,,08398,AD,976235.7129,4624521.194,1,8,1,AE,P,EX,8,82613,08398,AD,022760110,SANTA SUSANA (APD.),0,POINT (976235.7128999997 4624521.194)
Dependencias.306,ALTSASU-PUEBLO (APD),80001,017100020,P,EX,AE,310109,,31800,AD,567978.9065,4749300.2165,1,31,1,AE,P,EX,31,310109,31800,AD,017100020,ALTSASU-PUEBLO (APD),0,POINT (567978.9064999996 4749300.216499999)
Dependencias.307,"AGUJA KM. 146,1",A6031,033000120,B,EX,AM,130052,,13600,AD,481107.4314,4362232.9991,1,13,1,AM,B,EX,13,130052,13600,AD,033000120,"AGUJA KM. 146,1",0,POINT (481107.4314000001 4362232.9991)
Dependencias.308,UTIEL,66200,033100080,A,EX,AE,462495,,46300,AD,654401.5906,4381640.5318,1,46,1,AE,A,EX,46,462495,46300,AD,033100080,UTIEL,0,POINT (654401.5905999998 4381640.5318)
Dependencias.309,VALFARTA,04050,120500120,E,EX,AM,500227,,50178,AV,737070.8911,4601099.31,1,22,1,AM,E,EX,22,500227,50178,AV,120500120,VALFARTA,0,POINT (737070.8910999997 4601099.3100000005)
Dependencias.310,ARBIDE (APD),13108,017000160,P,EX,AE,480097,,48498,AD,505881.8526,4778936.383,1,48,1,AE,P,EX,48,480097,48498,AD,017000160,ARBIDE (APD),0,POINT (505881.85259999987 4778936.382999999)
Dependencias.311,UGAO-MIRABALLES,13110,017000160,T,EX,AE,480656,,48490,AD,507906.8257,4780705.1516,1,48,1,AE,T,EX,48,480656,48490,AD,017000160,UGAO-MIRABALLES,0,POINT (507906.8256999999 4780705.1515999995)
Dependencias.312,VALENCIA-ESTACIO DEL NORD,65000,033000295,E,EX,AE,462508,,46007,AD,725606.8183,4371785.1787,4,46,1,AE,E,EX,46,462508,46007,AD,033000295,VALENCIA-ESTACIO DEL NORD,,POINT (725606.8183000004 4371785.1787)
Dependencias.313,"KM. 428,5 (FRONTERA)",35407,055020010,O,EX,AM,,,,AD,129418.7294,4377295.9907,1,10,1,AM,O,EX,10,0,0,AD,055020010,"KM. 428,5 (FRONTERA)",0,POINT (129418.7293999996 4377295.990700001)
Dependencias.314,CARMONITA (APD),36003,055100025,F,FS,AM,60310,,06488,AD,209085.5159,4339492.0469,1,10,1,AM,F,FS,10,60310,06488,AD,055100025,CARMONITA (APD),0,POINT (209085.5159 4339492.0469)
Dependencias.315,"MONFRAGÜE-AGUJA KM.4,4",B3002,055300010,B,EX,AM,101164,,10680,AD,231925.825,4426250.2119,1,10,1,AM,B,EX,10,101164,10680,AD,055300010,"MONFRAGÜE-AGUJA KM.4,4",0,POINT (231925.8250000002 4426250.2118999995)
Dependencias.316,PLASENCIA,30002,150260005,E,EX,AE,101480,,10600,AD,235491.4619,4434824.4455,1,10,1,AE,E,EX,10,101480,10600,AD,150260005,PLASENCIA,0,POINT (235491.46190000046 4434824.445499999)
Dependencias.317,MOSTOLES - EL SOTO,35607,059200010,T,EX,AE,280920,,28935,AD,425041.0936,4464865.4426,1,28,1,AE,T,EX,28,280920,28935,AD,059200010,MOSTOLES - EL SOTO,0,POINT (425041.09360000025 4464865.442600001)
Dependencias.318,CUATRO VIENTOS,35603,059200010,E,EX,AE,280796,,28024,AD,432812.8739,4469988.6675,1,28,1,AE,E,EX,28,280796,28024,AD,059200010,CUATRO VIENTOS,0,POINT (432812.8739 4469988.6675)
Dependencias.319,GETAFE - CENTRO,37002,059200040,E,EX,AE,280650,,28901,AD,437627.7736,4462415.117,1,28,1,AE,E,EX,28,280650,28901,AD,059200040,GETAFE - CENTRO,0,POINT (437627.77359999996 4462415.117000001)
Dependencias.320,BIF. PARLA,B3700,059200050,F,FS,AT,281065,,28983,AD,436934.1852,4455898.3353,1,28,1,AT,F,FS,28,281065,28983,AD,059200050,BIF. PARLA,0,POINT (436934.1852000002 4455898.3353)
Dependencias.321,PARLA INDUSTRIAL,37004,059220010,F,FS,AP,281065,,28983,AD,436770.289,4454712.1274,1,28,1,AP,F,FS,28,281065,28983,AD,059220010,PARLA INDUSTRIAL,0,POINT (436770.2889999999 4454712.1274)
Dependencias.322,PALENCIA,14100,110840020,E,EX,AE,341202,,34003,AV,372988.6946,4652653.006,1,34,1,AE,E,EX,34,341202,34003,AV,110840020,PALENCIA,,POINT (372988.69460000005 4652653.005999999)
Dependencias.323,VILLADA,15007,061300030,A,EX,AE,342064,,34340,AD,337428.1622,4678881.7968,1,34,1,AE,A,EX,34,342064,34340,AD,061300030,VILLADA,0,POINT (337428.16220000014 4678881.796800001)
Dependencias.324,SAHAGUN,15009,061300045,E,EX,AE,241396,,24320,AD,333457.4772,4692767.8047,1,24,1,AE,E,EX,24,241396,24320,AD,061300045,SAHAGUN,0,POINT (333457.4771999996 4692767.8047)
Dependencias.325,TORNEROS,15017,061300060,T,EX,AX,241054,,24231,AD,289713.416,4710386.8706,1,24,1,AX,T,EX,24,241054,24231,AD,061300060,TORNEROS,0,POINT (289713.4160000002 4710386.8706)
Dependencias.326,PALANQUINOS (APD-CGD),15015,061300050,D,EX,AE,242186,,24225,AD,294658.4846,4703944.3989,1,24,1,AE,D,EX,24,242186,24225,AD,061300050,PALANQUINOS (APD-CGD),0,POINT (294658.4846000001 4703944.3989)
Dependencias.327,ALCAZAR DE SAN JUAN-MERCANCIAS,60302,033020010,E,EX,AS,130052,,13600,AD,481620.1591,4361492.5887,1,13,1,AS,E,EX,13,130052,13600,AD,033020010,ALCAZAR DE SAN JUAN-MERCANCIAS,0,POINT (481620.1590999998 4361492.5887)
Dependencias.328,SANTA CRUZ DE LA ZARZA (APD),66005,033100010,T,EX,AE,451565,,45370,AD,484590.3742,4424790.4302,1,45,1,AE,T,EX,45,451565,45370,AD,033100010,SANTA CRUZ DE LA ZARZA (APD),0,POINT (484590.3742000004 4424790.430199999)
Dependencias.329,CISNEROS (APD),15006,061300030,P,EX,AE,340590,,34320,AD,347224.705,4672649.4339,1,34,1,AE,P,EX,34,340590,34320,AD,061300030,CISNEROS (APD),0,POINT (347224.7050000001 4672649.4339000005)
Dependencias.330,KM. 28.2,15005,061300030,K,FS,AP,349020,,34309,AD,352930.4538,4671113.7959,1,34,1,AP,K,FS,34,349020,34309,AD,061300030,KM. 28.2,0,POINT (352930.45380000025 4671113.7959)
Dependencias.331,PAREDES DE NAVA,15004,061300030,A,EX,AE,341230,,34300,AD,359746.0475,4667902.7186,1,34,1,AE,A,EX,34,341230,34300,AD,061300030,PAREDES DE NAVA,0,POINT (359746.04750000034 4667902.718599999)
Dependencias.332,BECERRIL,15003,061300030,T,EX,AE,340297,,34310,AD,363810.4232,4662718.7288,1,34,1,AE,T,EX,34,340297,34310,AD,061300030,BECERRIL,0,POINT (363810.4232000001 4662718.728800001)
Dependencias.333,GRAJAL (APD),15008,061300045,P,EX,AE,240802,,24340,AD,334096.5329,4687628.346,1,24,1,AE,P,EX,24,240802,24340,AD,061300045,GRAJAL (APD),0,POINT (334096.5329 4687628.346000001)
Dependencias.334,EL BURGO RANERO,15012,061300050,A,EX,AE,240248,,24343,AD,318317.1047,4699408.8791,1,24,1,AE,A,EX,24,240248,24343,AD,061300050,EL BURGO RANERO,0,POINT (318317.1047 4699408.8791000005)
Dependencias.335,SANTAS MARTAS,15014,061300050,T,EX,AE,241605,,24330,AD,303765.9671,4703608.9492,1,24,1,AE,T,EX,24,241605,24330,AD,061300050,SANTAS MARTAS,0,POINT (303765.9671 4703608.949200001)
Dependencias.336,BERCIANOS DEL REAL CAMINO (APD),15011,061300050,Y,FS,AP,240188,,24325,AD,322478.8189,4697213.2178,1,24,1,AP,Y,FS,24,240188,24325,AD,061300050,BERCIANOS DEL REAL CAMINO (APD),0,POINT (322478.8189000003 4697213.217800001)
Dependencias.337,KM. 88.2,15013,061300050,K,FS,AP,241605,,24330,AD,311172.8593,4704111.8044,1,24,1,AP,K,FS,24,241605,24330,AD,061300050,KM. 88.2,0,POINT (311172.85929999966 4704111.804400001)
Dependencias.338,KM. 67.7,15010,061300050,K,FS,AP,240310,,24342,AD,328928.6148,4696525.707,1,24,1,AP,K,FS,24,240310,24342,AD,061300050,KM. 67.7,0,POINT (328928.61479999963 4696525.707)
Dependencias.339,KM. 109.1,15016,061300060,K,FS,AP,241974,,24346,AD,291442.9449,4706300.0341,1,24,1,AP,K,FS,24,241974,24346,AD,061300060,KM. 109.1,0,POINT (291442.94489999954 4706300.0341)
Dependencias.340,LEON ESTACION CENTRO,15101,068000004,Y,FS,AP,240896,,24009,AD,287093.5302,4719255.3386,48,24,1,AP,Y,FS,24,240896,24009,AD,068000004,LEON ESTACION CENTRO,0,POINT (287093.5301999999 4719255.3386)
Dependencias.341,SANTIBAÑEZ,15103,061300126,A,EX,AX,240613,,24610,AD,284242.1984,4728824.7486,1,24,1,AX,A,EX,24,240613,24610,AD,061300126,SANTIBAÑEZ,0,POINT (284242.1984000001 4728824.7486000005)
Dependencias.342,"KM 360,4",15104,061300126,K,FS,AP,240613,,24620,AD,284125.6893,4732262.3707,1,24,1,AP,K,FS,24,240613,24620,AD,061300126,"KM 360,4",0,POINT (284125.68929999974 4732262.3707)
Dependencias.343,CIÑERA (APD-CGD),15110,061300140,D,EX,AX,241149,,24670,AD,284380.585,4751886.3508,1,24,1,AX,D,EX,24,241149,24670,AD,061300140,CIÑERA (APD-CGD),0,POINT (284380.58499999996 4751886.3508)
Dependencias.344,VILLAMANIN,15112,061300140,T,EX,AE,249017,,24680,AD,283145.6344,4757205.3078,1,24,1,AE,T,EX,24,249017,24680,AD,061300140,VILLAMANIN,0,POINT (283145.63439999986 4757205.3078000005)
Dependencias.345,BUEN SUCESO (APD),15107,061300140,Y,FS,AP,241149,,24600,AD,282955.2676,4745636.9659,1,24,1,AP,Y,FS,24,241149,24600,AD,061300140,BUEN SUCESO (APD),0,POINT (282955.2675999999 4745636.9659)
Dependencias.346,VILLASIMPLIZ (APD),15111,061300140,Y,FS,AP,241149,,24600,AD,283273.5196,4754843.1343,1,24,1,AP,Y,FS,24,241149,24600,AD,061300140,VILLASIMPLIZ (APD),0,POINT (283273.51960000023 4754843.134299999)
Dependencias.347,RIELLS-A. V.,04303,120500255,E,EX,AM,171595,,17451,AV,964053.2975,4634811.1969,5,17,1,AM,E,EX,17,171595,17451,AV,120500255,RIELLS-A. V.,0,POINT (964053.2975000003 4634811.196900001)
Dependencias.348,BIF. GIRONA-MERCANCIAS,79010,120500270,F,FS,AA,170736,,17458,AV,980763.6608,4659826.0761,5,17,1,AA,F,FS,17,170736,17458,AV,120500270,BIF. GIRONA-MERCANCIAS,0,POINT (980763.6607999997 4659826.076099999)
Dependencias.349,MONTILLA,54105,044300040,E,EX,AX,140425,,14550,AD,355707.631,4160341.12,1,14,1,AX,E,EX,14,140425,14550,AD,044300040,MONTILLA,0,POINT (355707.63100000005 4160341.119999999)
Dependencias.350,ALORA,54405,044300110,T,EX,AE,290120,,29500,AD,348408.9758,4076231.8766,1,29,1,AE,T,EX,29,290120,29500,AD,044300110,ALORA,0,POINT (348408.97580000013 4076231.876599999)
Dependencias.351,MALAGA MARIA ZAMBRANO,54413,140300080,E,EX,AE,290672,,29002,AV,372065.972,4063826.0165,1,29,1,AE,E,EX,29,290672,29002,AV,140300080,MALAGA MARIA ZAMBRANO,,POINT (372065.97200000007 4063826.0165)
Dependencias.352,CAMBIADOR CORDOBA,54001,140140010,F,FS,AA,140214,,14005,AV,340997.6138,4193832.4759,1,14,1,AA,F,FS,14,140214,14005,AV,140140010,CAMBIADOR CORDOBA,0,POINT (341004.4929999998 4193838.2967000008)
Dependencias.389,IZURDIAGA-IRUTZUN,80007,017100030,T,EX,AX,310253,,31860,AD,595316.2544,4751420.5827,1,31,1,AX,T,EX,31,310253,31860,AD,017100030,IZURDIAGA-IRUTZUN,0,POINT (595316.2544 4751420.582699999)
Dependencias.353,MALAGA-CENT. ALAMEDA (APD),54517,044360003,P,EX,AE,290672,,29002,AD,372575.1062,4064240.2603,2,29,1,AE,P,EX,29,290672,29002,AD,044360003,MALAGA-CENT. ALAMEDA (APD),0,POINT (372575.1062000003 4064240.2602999993)
Dependencias.354,JABALQUINTO,50302,044000070,T,EX,AX,230490,,23712,AD,437789.8238,4206114.9536,1,23,1,AX,T,EX,23,230490,23712,AD,044000070,JABALQUINTO,0,POINT (437789.82380000036 4206114.953600001)
Dependencias.355,MENGIBAR-LAS PALOMERAS,50303,044000070,T,EX,AX,230490,,23629,AD,431185.6566,4204907.8152,1,23,1,AX,T,EX,23,230490,23629,AD,044000070,MENGIBAR-LAS PALOMERAS,0,POINT (431185.65660000034 4204907.815199999)
Dependencias.356,GURREA DE GALLEGO,74001,02999FS28,F,FS,AT,221199,,22280,AD,685763.4869,4653069.3477,1,22,1,AT,F,FS,22,221199,22280,AD,02999FS28,GURREA DE GALLEGO,0,POINT (685763.4868999999 4653069.3477)
Dependencias.357,ARANDA DE DUERO-MONTECILLO,17200,011020120,E,EX,AX,90183,,09400,AD,441997.4209,4613229.6737,1,9,1,AX,E,EX,9,90183,09400,AD,011020120,ARANDA DE DUERO-MONTECILLO,0,POINT (441997.42090000026 4613229.673699999)
Dependencias.358,VIOÑO (APD),14236,061600090,P,EX,AE,390529,,39479,AD,421821.5551,4801315.2385,1,39,1,AE,P,EX,39,390529,39479,AD,061600090,VIOÑO (APD),0,POINT (421821.55510000046 4801315.238500001)
Dependencias.359,ZURITA (APD),14215,061600090,P,EX,AE,390529,,39479,AD,419680.6681,4799904.4119,1,39,1,AE,P,EX,39,390529,39479,AD,061600090,ZURITA (APD),0,POINT (419680.66810000036 4799904.411900001)
Dependencias.360,PARBAYON (APD),14217,061600100,P,EX,AE,390529,,39612,AD,427558.6145,4803036.6918,1,39,1,AE,P,EX,39,390529,39612,AD,061600100,PARBAYON (APD),0,POINT (427558.61450000014 4803036.6918)
Dependencias.361,VILLAVANTE (APD),20008,068000050,P,EX,AE,241591,,24393,AD,266602.3354,4705265.1911,1,24,1,AE,P,EX,24,241591,24393,AD,068000050,VILLAVANTE (APD),0,POINT (266602.3354000002 4705265.1910999995)
Dependencias.362,SAN XOAN DE VILANOVA (APD),31307,068220090,Y,FS,AP,360242,,36500,AD,80302.6448,4730457.3694,1,36,1,AP,Y,FS,36,360242,36500,AD,068220090,SAN XOAN DE VILANOVA (APD),0,POINT (80302.64479999989 4730457.3694)
Dependencias.363,BANDEIRA,31311,068220100,A,EX,AX,360524,,36540,AD,65820.3978,4746289.6771,1,36,1,AX,A,EX,36,360524,36540,AD,068220100,BANDEIRA,0,POINT (65820.39780000038 4746289.677100001)
Dependencias.364,SILLEDA (APD),31310,068220100,Y,FS,AP,360524,,36540,AD,70651.7391,4743105.2847,1,36,1,AP,Y,FS,36,360524,36540,AD,068220100,SILLEDA (APD),0,POINT (70651.73909999989 4743105.284700001)
Dependencias.365,CANTERA DE CAMPOMARZO,31314,068220100,A,EX,AX,360524,,36540,AD,67091.0805,4747176.2718,1,36,1,AX,A,EX,36,360524,36540,AD,068220100,CANTERA DE CAMPOMARZO,0,POINT (67091.08050000016 4747176.2718)
Dependencias.366,PONTE TABOADA,31309,068220100,T,EX,AX,360524,,36540,AD,73378.8735,4738932.1879,1,36,1,AX,T,EX,36,360524,36540,AD,068220100,PONTE TABOADA,0,POINT (73378.87349999975 4738932.187899999)
Dependencias.367,A SUSANA,31313,068220111,A,EX,AS,150780,,15893,AD,51546.2886,4756506.4837,1,15,1,AS,A,EX,15,150780,15893,AD,068220111,A SUSANA,0,POINT (51546.28859999962 4756506.4837)
Dependencias.368,ORDES,31415,068220125,T,EX,AE,150597,,15680,AD,56181.1277,4779457.5905,1,15,1,AE,T,EX,15,150597,15680,AD,068220125,ORDES,0,POINT (56181.12770000007 4779457.590500001)
Dependencias.369,UXES,31411,068220135,T,EX,AE,150050,,15142,AD,58340.5994,4808256.0685,1,15,1,AE,T,EX,15,150050,15142,AD,068220135,UXES,0,POINT (58340.599399999715 4808256.068499999)
Dependencias.370,ARCADE,23002,068240008,P,EX,AE,360583,,36690,AD,37769.8621,4702844.1262,1,36,1,AE,P,EX,36,360583,36690,AD,068240008,ARCADE,0,POINT (37769.86209999956 4702844.1262)
Dependencias.371,CESANTES (APD),23001,068240006,P,EX,AE,360583,,36800,AD,37046.772,4699535.2152,1,36,1,AE,P,EX,36,360583,36800,AD,068240006,CESANTES (APD),0,POINT (37046.77199999988 4699535.2151999995)
Dependencias.372,PORTELA,23005,068280003,T,EX,AE,360025,,36191,AD,35454.1517,4722783.045,1,36,1,AE,T,EX,36,360025,36191,AD,068280003,PORTELA,0,POINT (35454.15170000028 4722783.045)
Dependencias.373,PONTEVEDRA UNIVERSIDAD (APD),23018,068240025,P,EX,AE,360388,,36162,AD,36879.6013,4713823.7186,1,36,1,AE,P,EX,36,360388,36162,AD,068240025,PONTEVEDRA UNIVERSIDAD (APD),0,POINT (36879.60130000021 4713823.718599999)
Dependencias.374,RUBIANS,23007,068240037,Y,FS,AP,360600,,36619,AD,29993.0193,4729681.5568,1,36,1,AP,Y,FS,36,360600,36619,AD,068240037,RUBIANS,0,POINT (29993.01929999981 4729681.5568)
Dependencias.375,CATOIRA,23009,068180010,T,EX,AE,360101,,36612,AD,30798.5848,4740333.2913,1,36,1,AE,T,EX,36,360101,36612,AD,068180010,CATOIRA,0,POINT (30798.584800000302 4740333.291300001)
Dependencias.376,VILAGARCIA DE AROUSA-PRAIA (APD),23017,068180010,Y,FS,AP,360600,,36613,AD,26860.6074,4733458.579,1,36,1,AP,Y,FS,36,360600,36613,AD,068180010,VILAGARCIA DE AROUSA-PRAIA (APD),0,POINT (26860.607400000095 4733458.579)
Dependencias.377,PONTECESURES,23010,068180010,T,EX,AE,360448,,36640,AD,37177.7259,4745561.8809,1,36,1,AE,T,EX,36,360448,36640,AD,068180010,PONTECESURES,0,POINT (37177.72589999996 4745561.880899999)
Dependencias.378,BIF. ANGUEIRA,23019,068240051,F,FS,AT,150657,,15900,AD,38818.4782,4753636.8027,1,15,1,AT,F,FS,15,150657,15900,AD,068240051,BIF. ANGUEIRA,0,POINT (38818.47819999978 4753636.8027)
Dependencias.379,A ESCRAVITUDE,23012,068180020,A,EX,AX,150657,,15900,AD,37689.337,4752015.3058,1,15,1,AX,A,EX,15,150657,15900,AD,068180020,A ESCRAVITUDE,0,POINT (37689.33700000029 4752015.3058)
Dependencias.380,MORA Y ORGAZ,37104,140100060,E,EX,AM,451066,,45400,AV,431291.5469,4392872.2976,1,45,1,AM,E,EX,45,451066,45400,AV,140100060,MORA Y ORGAZ,0,POINT (431291.5469000004 4392872.297599999)
Dependencias.381,CALATRAVA,37210,140100090,E,EX,AM,130914,,13595,AV,406973.4693,4295522.244,1,13,1,AM,E,EX,13,130914,13595,AV,140100090,CALATRAVA,0,POINT (406973.4693 4295522.244000001)
Dependencias.382,BIOENERGETICA EXTREMEÑA,37414,045200110,A,EX,AM,61383,,06474,AD,231633.94,4311156.6558,1,6,1,AM,A,EX,6,61383,06474,AD,045200110,BIOENERGETICA EXTREMEÑA,0,POINT (231633.9400000004 4311156.6558)
Dependencias.383,LA MAROTA,02000,140300010,E,EX,AM,140057,,14720,AV,323946.8036,4184530.2759,1,14,1,AM,E,EX,14,140057,14720,AV,140300010,LA MAROTA,0,POINT (323946.8036000002 4184530.2759000007)
Dependencias.384,SANTAELLA,02001,140300030,E,EX,AM,140608,,14546,AV,332958.5417,4161979.4387,1,14,1,AM,E,EX,14,140608,14546,AV,140300030,SANTAELLA,0,POINT (332958.54169999994 4161979.4387)
Dependencias.385,ALORA-A. V.,02004,140300075,E,EX,AM,290120,,29500,AV,349200.5396,4080492.6477,1,29,1,AM,E,EX,29,290120,29500,AV,140300075,ALORA-A. V.,0,POINT (349200.5395999998 4080492.6477000006)
Dependencias.386,MADRID SUR,04001,120500010,E,EX,AM,280796,,28031,AV,443648.2548,4466462.4581,1,28,1,AM,E,EX,28,280796,28031,AV,120500010,MADRID SUR,0,POINT (443648.2548000002 4466462.4581)
Dependencias.387,VALLECAS-A. V.,04002,120500020,E,EX,AM,280796,,28051,AV,447754.1869,4465594.3433,1,28,1,AM,E,EX,28,280796,28051,AV,120500020,VALLECAS-A. V.,0,POINT (447754.1869000001 4465594.3433)
Dependencias.388,BRIHUEGA,04009,120500040,E,EX,AM,191961,,19196,AV,505924.5807,4516169.6224,1,19,1,AM,E,EX,19,191961,19196,AV,120500040,BRIHUEGA,0,POINT (505924.5806999998 4516169.622400001)
Dependencias.390,VILLAFRANCA DE NAVARRA,80115,017100070,T,EX,AE,312541,,31330,AD,603425.5789,4681706.2145,1,31,1,AE,T,EX,31,312541,31330,AD,017100070,VILLAFRANCA DE NAVARRA,0,POINT (603425.5789000001 4681706.214500001)
Dependencias.391,BASAURI (APD),13112,017000170,P,EX,AE,480157,,48970,AD,509564.9656,4785628.5273,1,48,1,AE,P,EX,48,480157,48970,AD,017000170,BASAURI (APD),0,POINT (509564.96559999976 4785628.5273)
Dependencias.392,ROBLEDO DE CHAVELA,10205,011000080,T,EX,AE,281258,,28294,AD,394388.4717,4486300.0123,1,28,1,AE,T,EX,28,281258,28294,AD,011000080,ROBLEDO DE CHAVELA,0,POINT (394388.47169999965 4486300.0123)
Dependencias.393,LAS NAVAS DEL MARQUES,10207,011000090,T,EX,AE,51683,,05239,AD,384781.428,4494052.9947,1,5,1,AE,T,EX,5,51683,05239,AD,011000090,LAS NAVAS DEL MARQUES,0,POINT (384781.4280000003 4494052.9947)
Dependencias.394,NAVALPERAL,10208,011000090,T,EX,AE,51619,,05240,AD,380794.4871,4494305.39,1,5,1,AE,T,EX,5,51619,05240,AD,011000090,NAVALPERAL,0,POINT (380794.48709999956 4494305.390000001)
Dependencias.395,MINGORRIA,10403,011000110,T,EX,AX,51282,,05280,AD,360434.9806,4512088.0836,1,5,1,AX,T,EX,5,51282,05280,AD,011000110,MINGORRIA,0,POINT (360434.98060000036 4512088.0836)
Dependencias.396,VELAYOS,10404,011000110,Y,FS,AP,51159,,05292,AD,364778.2966,4521051.4077,1,5,1,AP,Y,FS,5,51159,05292,AD,011000110,VELAYOS,0,POINT (364778.2966 4521051.4077)
Dependencias.397,SANCHIDRIAN,10405,011000110,A,EX,AX,52047,,05290,AD,365044.9123,4527372.661,1,5,1,AX,A,EX,5,52047,05290,AD,011000110,SANCHIDRIAN,0,POINT (365044.91229999997 4527372.661)
Dependencias.398,ADANERO (APD),10406,011000110,Y,FS,AP,50013,,05296,AD,364037.4782,4532661.8178,1,5,1,AP,Y,FS,5,50013,05296,AD,011000110,ADANERO (APD),0,POINT (364037.4781999998 4532661.8178)
Dependencias.399,ORBITA-ESPINOSA (APD),10408,011000110,Y,FS,AP,51743,,05296,AD,360442.9812,4539865.865,1,5,1,AP,Y,FS,5,51743,05296,AD,011000110,ORBITA-ESPINOSA (APD),0,POINT (360442.9812000003 4539865.865)
Dependencias.400,GOMEZNARRO,10412,011000130,Y,FS,AP,470856,,47400,AD,344898.265,4567548.6046,1,47,1,AP,Y,FS,47,470856,47400,AD,011000130,GOMEZNARRO,0,POINT (344898.26499999966 4567548.604599999)
Dependencias.401,KM. 18.6 (RADONA),84002,022020010,K,FS,AM,420085,,42213,AD,545362.3982,4567998.7776,1,42,1,AM,K,FS,42,420085,42213,AD,022020010,KM. 18.6 (RADONA),0,POINT (545362.3981999997 4567998.7776)
Dependencias.402,ALMAZAN-VILLA,84101,022020020,E,EX,AE,420200,,42200,AD,539614.1181,4593168.755,1,42,1,AE,E,EX,42,420200,42200,AD,022020020,ALMAZAN-VILLA,0,POINT (539614.1180999996 4593168.755000001)
Dependencias.403,CINTRUENIGO,83011,022020040,F,FS,AP,310728,,31592,AD,599080.8633,4659286.027,1,31,1,AP,F,FS,31,310728,31592,AD,022020040,CINTRUENIGO,0,POINT (599080.8633000003 4659286.027000001)
Dependencias.404,ORNA DE GALLEGO (APD),74210,022040040,Y,FS,AP,221992,,22621,AD,713723.495,4702090.8277,1,22,1,AP,Y,FS,22,221992,22621,AD,022040040,ORNA DE GALLEGO (APD),0,POINT (713723.4950000001 4702090.8277)
Dependencias.405,SANT LLOREN DE MONTGAI (APD),75107,020002062,P,EX,AT,250621,,25613,CA,818084.8165,4642051.2698,1,25,1,AT,P,EX,25,250621,25613,CA,020002062,SANT LLOREN DE MONTGAI (APD),0,POINT (818084.8164999997 4642051.2698)
